P,E,Pr,RUNOFF
0,1.3,0.103602902264864,0.680067071551328
0,0.6,0.101973969992463,0.644030119981314
1.59,0.6,0.594487659159351,0.624289708932161
1.44,0.5,0.571785485584325,0.646417191180869
0,0.9,0.101944166208111,0.640174923078416
0,0.8,0.0999133588506986,0.581892766326889
0,1.6,0.0962526766308789,0.539064440283875
0,1.1,0.0937326893729281,0.511988189753512
0,0.9,0.091675841079439,0.487915021079301
0,1.5,0.088508347030774,0.46593541447733
0.05,1.2,0.0861021574125924,0.445686119713696
0.59,0.4,0.177160601503483,0.429392419155812
1.15,0.9,0.206042850470481,0.422195203964782
2.1,0.2,1.00241261451168,0.435520720841913
0.03,0.2,0.0880271375263832,0.482756887562647
0,2.7,0.0827973422571529,0.438091526403378
0,1.6,0.0797624323980667,0.396149978035961
0,2,0.0761689890597771,0.379861109021844
0,1.3,0.0738595796859751,0.365806583561053
0,1,0.0720935806206831,0.352726334575321
1.02,0.3,0.406122624625881,0.3483921577527
2.1,0.6,0.771446255699213,0.376828292046904
0.01,0.6,0.0733246590638435,0.405885737440126
0,1.2,0.0712580594716464,0.365746002382821
0,1.7,0.0684922554816008,0.334052224048643
0,1,0.0668567704634321,0.322072924901769
0.34,1.4,0.0651745371115126,0.311718775458414
0,1.5,0.0629197196739384,0.301970679086056
0,0.8,0.0616918337653666,0.292732482909954
0.05,0.9,0.060421528359741,0.284042212665812
0,1.2,0.0587197205130381,0.275834173889138
0,1.2,0.0570658308448474,0.268016677753849
0,0.8,0.0559549658525724,0.260583144835784
1.62,0.6,0.506213965832168,0.263156652610127
4.95,1.4,1.63943808453079,0.319779973925628
0.86,0.6,0.176783721244253,0.40885705701561
7.28,0.8,3.00700912010496,0.419823450485915
13.04,0.9,5.77977712114987,0.718331855229232
14.25,0.9,6.61686520892407,1.30288960152043
29.72,0.4,15.447132816043,2.35239923795331
24.55,0.6,13.4650690040184,5.22637162738085
23.25,0,13.7738217591741,8.01360887078487
0.21,0.6,0.24256548778998,8.80239625813001
8.53,0.5,5.03729948873754,5.82433195478228
1.43,0,1.11854333089579,5.10096677305927
0.02,0.4,0.259079698919508,3.88576257413411
0,0.6,0.254410070384784,2.92536460070604
0,0.5,0.250343541698967,2.36869668668516
6.17,0.6,3.58620942728616,2.17636871380487
1.71,1.5,0.387141427097487,2.38219437148395
1.14,0.8,0.464024697810572,2.00344060337156
0.05,1,0.254197745388978,1.69014236344351
8.53,0.5,5.09286770391959,1.70372442997945
9.57,1.1,5.44956580208378,2.44732693077761
0.6,0.5,0.352270752775566,2.8275990779192
0.64,1,0.287094372850111,2.1954245791438
6.68,0.3,4.21599437297764,1.96410573132943
6.25,0.8,3.68784526710953,2.46624192287613
0.85,0.7,0.405806844039946,2.57288771882263
0,1.5,0.301474099578078,2.05656710137002
0,1.5,0.290635606431421,1.70305351889946
0.14,0.4,0.287190231697374,1.50132863852397
0.03,2.7,0.270533183296799,1.34668886419928
14.07,1.8,7.79221939140662,1.53510792743107
16.79,1.7,9.76985714722065,2.92626513616889
35.25,1.1,22.6978053190208,5.71424881251073
22.4,2.1,14.1879254027078,11.7229350017128
1.05,0.7,0.733270461898981,11.2560146760199
0.85,0.7,0.592428793462682,6.49738060480727
6.68,0.7,4.57756144310517,4.67884041938293
4.34,1.9,2.17471747395723,4.56103558760947
24.55,0.1,17.5931136813588,5.14854925584147
5.71,1,3.91312980224344,8.53026031889482
17.93,0.6,13.0044146611416,7.66039341841653
0,1.7,0.621817592537763,8.40653521296617
0.05,1.1,0.602418058320945,5.45567737890878
0.04,0.7,0.587975230762934,3.82239007150002
0.03,2.7,0.553028800709347,3.03578715651349
0.11,2,0.527907855739938,2.52218960418413
0.07,1.2,0.51126979288402,2.1575187182236
4.51,0.5,3.26795592907182,2.02856123017146
0.02,2.1,0.494087437793239,2.20063490442784
7.85,2.9,3.87815930060015,2.05187042822769
7.65,1.4,4.80285570918053,2.48107253375195
11.14,2,6.85949164299676,3.1549226559005
0.92,0,1.18077884505206,3.68733596478953
2.04,0.1,1.8876673361474,3.0263472806271
0.9,0.4,0.885626828153651,2.6356858251961
0.06,1.1,0.52340389538511,2.2650405477599
23.62,3.8,14.3999287079287,2.69843089982535
2.95,1.5,1.60256549122839,5.03221929455974
6.09,2,3.46880623329151,4.14224007405708
7.46,0.8,5.31371007496731,3.9082991457009
22.72,1.6,15.8292094973388,5.20046291041365
0.72,0.9,0.664563028759448,7.66255896288831
0.2,0.7,0.649970917063097,5.11446854614931
0.01,2.1,0.617607053825683,3.59354678058587
0.02,2,0.588215881200566,2.89355591391198
0,2.5,0.555001224662525,2.43067561952315
0,2.9,0.519891831496896,2.09491136437311
0,2.3,0.492622170835982,1.8399415605518
0.75,1.6,0.479825604550703,1.64106585071848
7.32,1.8,4.23441066481058,1.65304305227567
0.28,3,0.463621322734986,2.00682098583252
0,3.6,0.428745965213277,1.71383160760716
0,2.6,0.404196450828709,1.45029810100721
1.84,1.1,0.885747048947471,1.33577087031184
0.53,2.1,0.387501559319671,1.28422037579177
0,1.7,0.371810698190075,1.17378522859256
0.5,1.1,0.364498230404724,1.07671432257442
7.03,0.8,4.38367098155698,1.15399873973182
7.62,0.6,4.94918000958967,1.73314831964046
5.09,2.7,1.95830656630818,2.16430449235494
22.66,2.7,13.6969200139076,2.63429453675772
18.24,1.4,11.9377438652164,5.4201839441681
0,2.5,0.481870774826049,6.62488164486973
0,3.4,0.4473016724123,4.40345610083222
0.03,1.7,0.429191447256694,3.16999666711793
8.82,0.7,5.84766558063027,2.91293264807521
8.21,1.2,5.16838366789408,3.72039429056469
12.75,1.6,8.05924045177959,4.3848378525007
0.1,1.8,0.47994715268437,4.87384633602813
0,3.7,0.442987778624334,3.54684785133882
0,1.9,0.423208934268758,2.69875618852856
16.15,2.5,9.55422392366622,2.79112300941577
22.55,1.3,15.0139188604806,5.14107982945641
16.18,0.2,11.6984826952377,8.5081854499035
1.36,1.8,0.56504361136666,8.60301667489313
17.23,6.8,7.9204308981549,6.05900553623197
78.65,3.8,56.2976670824571,12.3123101682885
22.59,0.1,18.1590989794017,35.1377707639936
4.24,2,2.64833132544452,20.4965619115076
4.28,2.5,2.28290868791926,10.0042263546001
5.47,1.2,4.19708950290936,6.73478017013227
1.4,0.2,1.82566977861624,5.65522657617036
0.01,1.4,0.868041710008051,4.38940802794197
0.82,1.4,0.845404730952295,3.40661285872855
9.9,2.5,6.47080356734714,3.17848320362036
0.11,3.4,0.798840473044876,3.74982551711732
0,4.1,0.731208896132011,3.00632257662723
0,4.5,0.664623027274051,2.4261748980441
0,4.4,0.605284943051656,2.10230570684281
0,4.7,0.54822934545884,1.85620687473755
0,3.5,0.507834534420735,1.65899511643236
0.38,3.9,0.470298651195445,1.49858684329607
0.17,2.6,0.444696604066801,1.36565337801899
9.78,1.4,6.07674461171899,1.49036592692573
17.4,0.5,12.0206899890895,2.7105109922639
5.95,2.2,3.10173240385219,4.46663121905239
2.82,3,0.5177061053327,3.77869297559204
0,3.5,0.479607618540962,2.77657220318407
10.74,4.1,5.00071548683761,2.52743896682388
10.85,1.9,6.64493345291069,3.29968051275259
0.05,4,0.478771526376617,3.80147350735593
0,4.2,0.437723480977106,2.88737167545324
0,2,0.417400583722369,2.27544377292837
8.07,1.5,4.77111602216367,2.18223655604174
10.5,0.6,7.06602085421565,2.96391715190232
5.21,1,3.29898645867951,3.78686626258469
0.97,3.1,0.447408155984793,3.40410163100884
1.91,2.7,0.436546394098883,2.60105816727565
5.49,1.7,2.9622322997583,2.27488230397528
3.49,1.8,1.57021683320448,2.41838853738426
43.23,4.7,27.0304444657424,3.84165183435644
44.79,0.9,32.3108001302864,13.7262090402615
58.75,2.9,43.1041549231729,27.5567575024859
66.56,0.8,53.2188085849535,41.8132715608366
44.2,0,37.402949277036,47.9905800234297
73.05,2.1,61.2859784403055,44.4226750970969
7.01,1.1,6.55025454373072,46.4647327109811
0.47,2.1,1.44159846439504,16.4037645600438
0,0,1.40708217666399,8.14659830392612
60.13,2.1,50.9379476322205,10.9648585271889
4.14,1.1,4.16197391834388,28.4039475061866
0,2.3,1.46283800007195,12.9849877443234
0,4.3,1.32980170274863,7.08493251236304
0,5,1.19565454525703,4.99966319844121
0,4.8,1.07932345858833,3.90480637197526
0,4.4,0.981543735562977,3.20630056565438
0,3.7,0.904017400579748,2.72116491648969
5.55,2.8,3.0071869798675,2.48928651414472
6.97,2.6,4.25024659415984,2.74158145874494
0.95,1.2,0.882874129699833,2.93256340184112
4.65,1.2,3.51440470042454,2.59300203674311
12.19,4.9,6.46787922914912,2.97380614951529
6,1.9,4.0351116583243,3.7398751560437
5.92,1.9,3.97524613723747,3.78648986178217
2.46,2.3,1.00552284222417,3.57214326288312
2.83,3.4,0.860181974004962,2.88939700660185
0,4.7,0.778794070247717,2.41510358462672
0,4.4,0.709070833297514,2.11424937665144
0,3.8,0.652801522530916,1.88131627306458
0,4.9,0.589083630751506,1.69284826870097
0,5.4,0.526639030114304,1.53479843086181
0,5,0.474281550480014,1.39960870002143
0,4.9,0.427873902645114,1.28332149128056
0.3,4.5,0.391169581843131,1.18252624212706
2.25,4.7,0.369916325942596,1.09524343354333
2.6,4.9,0.350880774443654,1.02015750065226
0.44,4.6,0.320963771657416,0.954225305445063
0,4.6,0.29101489109683,0.894207086245323
0,6.1,0.256004468478798,0.839019525782656
0,5.6,0.227334777293201,0.787835560960022
0,4.4,0.206757660715684,0.741006199762014
0.21,4,0.190356608752962,0.698758107117618
5.46,5,0.448691866997435,0.668743540125468
0.41,3.3,0.178559581573527,0.6578132415297
0.9,4.7,0.16430675227343,0.618678859872776
0,6.3,0.143459063308921,0.580904181296152
3.66,4.8,0.139529116365894,0.551799959406012
14.86,1,7.64282075062474,0.740029595461568
13.89,1.6,7.01489519926818,1.69203959148327
3.65,3.3,0.384821689162371,2.23633585074173
2.83,2.5,0.373364913816911,1.68511930591592
4.98,2.6,1.52988529361435,1.39932007319417
0.13,4.4,0.175523310083299,1.40238247161635
0,4.4,0.159504757997004,1.227816846103
5.54,5,0.452610524375337,1.0900632151588
2.58,2.7,0.158805553965499,1.02672655782862
0.02,5.6,0.140737241892741,0.937481405224074
0.08,4.7,0.12720081828712,0.85770186323385
0.08,5,0.114187589493963,0.794466092094178
0.36,4.2,0.104855559550349,0.739188688319898
0.02,4.3,0.09535241297515,0.690380053283582
7.85,4.9,1.54967238472527,0.690987206059965
8.14,4.3,2.01117492999752,0.840834805399088
0,5.3,0.0931464453429151,0.933494579269127
0.09,4.2,0.0849800652510601,0.787136524828172
1.57,3.6,0.081102411828251,0.682822120352263
4.84,2.3,1.29271659143961,0.673727359855783
10.51,4.3,3.09199339305226,0.834679016512601
4,3.4,0.384727978624413,1.04986028590516
0.01,4.2,0.0846699121788752,0.902142289377586
0,4.5,0.0765647696726726,0.75125669352701
6.45,3.5,1.46906844622803,0.731741538197857
0.55,4.5,0.0732890882609994,0.812122916369947
6.57,2.2,2.12489576925128,0.789155715030367
0.11,4.1,0.0717672834705715,0.89293625527171
0,3.3,0.0665930345144844,0.781275881575463
1.42,4.2,0.0624951485604602,0.674805243348046
2.58,3.6,0.060977733972932,0.628863132882281
2.55,3.4,0.0597224583081783,0.590704755746777
7.98,6.4,0.767342035149137,0.576758984553932
3.64,3.8,0.0609613421705452,0.60445527727673
1.23,5.6,0.0552099340259366,0.554558340574134
0,4.8,0.0495015200864482,0.506061308658733
0.02,5,0.0441813650825529,0.47876612189145
0.71,4.5,0.0404902313757653,0.454640323733577
5.06,4.6,0.23052277559098,0.437525340919246
0,4.6,0.0367104398683003,0.431776991578897
4.01,3.8,0.121692355361965,0.409711524054393
0,4.2,0.0334131338656533,0.393007614278649
0,3.2,0.0310108632754722,0.373862188048869
0.98,2.1,0.0301880707202162,0.356014615716927
0.72,1.5,0.0296179094264028,0.341669309336107
10.74,0.2,4.2543748634697,0.428409297654166
19.48,0,8.39383524868417,0.970607008144265
3.72,1.9,0.854123394902233,1.66063284769453
4.68,1,1.69129086253679,1.3685868711948
0.06,1.5,0.0576351497503765,1.18623464574729
0.53,3.1,0.0543268661504002,1.01028155374013
1.67,3.1,0.0525257409617985,0.879857981536565
0,4.4,0.0475095239174442,0.80649275397294
3.45,1.6,0.83977254519023,0.770435674877964
1.95,1.5,0.242373897218803,0.795492603498561
0,4.2,0.0449521000566322,0.738836452963806
0,3.7,0.0412830306579003,0.663103775109555
0,3.3,0.0382494226775027,0.613738519880171
0,3.6,0.0351893662253493,0.575364064115504
0,3.8,0.0322175753200675,0.541246190341465
0,3,0.0300363245726368,0.510541994201219
0,3.1,0.0279333645805764,0.482828178140962
1.55,2.1,0.0275518764235658,0.457728174735281
0.07,3.7,0.0253041657276474,0.434963303707715
0.73,2.8,0.0240928348264207,0.414081530725064
0.02,3.2,0.0223516244249844,0.394913490280215
0.37,3.4,0.0208051075160836,0.377245361797933
0,4,0.0189258412441594,0.360900493725974
0,2.6,0.0177885822566029,0.34573492749311
0,3.5,0.0163655777750863,0.331672707972726
0,4.3,0.0147695131933076,0.318568417370811
0,4,0.0134198049994085,0.306307669031371
0,3.8,0.0122480578535143,0.294839854970506
0,3.5,0.0112562639452057,0.284105921254698
0,3.3,0.0103922856978598,0.274043644220608
0,3.8,0.00947745947431709,0.264591695952847
0,3.8,0.00864077763961953,0.255687591445207
0,3.7,0.00789498453371234,0.24728951802714
0,3,0.00733591243003367,0.239364846237594
0,3,0.00681531646777935,0.231884183551052
0,3.4,0.00626886990015011,0.224807734210768
0,3.9,0.00569458662099126,0.218096232766404
0,3.2,0.00526154144928683,0.21172258252739
2.92,0.9,0.565535509374452,0.216989595578422
0.35,1.9,0.00545913009748905,0.245787878137416
2.49,0.3,0.617905691421556,0.23720586672479
7.55,1.3,1.82217544365138,0.29101751148201
23.86,0.9,7.54796964802874,0.553412496381336
30.59,0,11.6321777215573,1.4128294087535
37.29,0,16.3419345489821,3.20807000800027
8.59,0,4.02787693926175,5.60881973772937
6.86,1.3,2.69314967515436,4.7749168260231
11.67,4.7,3.43098447709353,3.98352669933996
37.03,1.8,18.3532423474257,4.98196359531188
1.94,1.4,0.431168691342645,8.24385633281832
0.02,1.6,0.139113360614994,5.324848468476
0,1.6,0.134003734026397,3.53497269783548
5.15,3.6,0.949217916952479,2.7938978028412
34.25,1.5,18.3274893103855,3.56408007103673
2.24,0.8,1.0177978001333,6.96913016263997
0.05,0.7,0.19738837059651,4.87204588351885
0.16,1.1,0.192664872331669,3.28976297195969
0.86,2.7,0.184620211816231,2.58762332300493
0,3.8,0.169897106267409,2.14145293565606
0.01,2.1,0.161975488810567,1.81992782591381
0,1.4,0.156660117817843,1.57837772952997
0,1.4,0.151525020292571,1.39112106414202
3.89,0,2.25680764512456,1.32881499809445
12.64,0.9,6.6464464871012,1.73163218358654
6.33,1,3.17417205269372,2.54318650501823
0.11,0.7,0.187815880793244,2.45496073041623
3.57,0.4,1.97567486763351,1.97525090808608
0.17,1.2,0.188650477978173,1.88502230290435
0,1.4,0.182421553919651,1.60572047274072
0,0.8,0.178603534149082,1.37731722275832
4.44,0.9,2.15655859874114,1.31341264262421
0.42,1.2,0.181273278682849,1.42147254250609
0.05,0.6,0.178399196141624,1.23932471360671
0.25,0.7,0.175941276926829,1.07693841994459
6.54,0.7,3.4409611112269,1.10532016053069
0.04,1,0.182622917197663,1.38045679562094
26.66,1.2,14.9281378767745,1.79511812800743
7.38,0.9,4.08420224413577,4.05371582657273
0.01,1.4,0.243590432854549,3.73600664872169
0,1,0.23733684106017,2.62963716823982
0,1.1,0.230795173904694,2.09371891430939
0,0.6,0.226731937729803,1.79130332853483
0,0.8,0.221853577748772,1.56631746881428
17.15,1.3,9.61844561575116,1.81699604955474
3.05,1.6,1.12645521536551,3.06645313188777
0.7,0.3,0.498663733739616,2.55481119307716
3.42,0.3,2.13539615010113,2.07258628353292
0.9,0.4,0.565493837353214,2.04526792273059
0.39,0.4,0.263703458277344,1.77804997682561
0.35,1.2,0.257641574033651,1.51712682249915
0.34,1.4,0.250682203043678,1.34746373800022
0.01,1.7,0.240861274452304,1.2180675112734
0,1.1,0.234212956210237,1.11107801564391
0.01,1.2,0.227351650481596,1.02127408564656
0,1.5,0.219325326720198,0.944796937045182
0,1.8,0.210309427063571,0.878661810832046
0,1.8,0.201674745030171,0.820785850604123
0,1.3,0.1953938102531,0.769806535691042
0,1.1,0.190097950190866,0.724792351506652
0.01,1.5,0.183479093231405,0.684752536149146
0,1.3,0.177794690101339,0.648732908831383
0,1.2,0.172651600127501,0.616222705007666
6.96,0.1,3.99970933647775,0.698440800506311
4.32,0.6,2.28147009479362,1.08645419561874
0.06,1.6,0.185929860166885,1.13868009296785
0,1,0.181282007723508,0.912487976321311
0,0.9,0.17712487568908,0.793052367495975
0,1.2,0.172002283003397,0.741446326023962
0,0.9,0.168077336225227,0.698207954072821
0,0.9,0.164249907575243,0.659732425850522
0,0.4,0.162193155840119,0.625333018821996
0.01,0.8,0.158874250835013,0.594487072350014
0,1,0.154950687189874,0.566520847042265
33.53,0,19.2290186457194,1.12785236277672
9.36,0.6,5.376463448184,3.88008316471856
0.98,0.1,0.762470769574556,3.81884216647646
24.86,0,15.4093629089805,3.65223925605739
12.6,0.1,8.14742911566588,6.77521030698188
3.96,0.1,2.78227727127144,6.81781347686304
2.73,0.8,1.57012350038806,5.12587251752119
8.83,0.1,5.94501687377891,4.31138588608739
2.58,0.2,1.90348923230025,4.55093814079816
0.47,0.4,0.416704355869888,3.7116607219978
0.03,0.8,0.363234812297986,2.82875178623535
0.12,0.7,0.356274152918286,2.30953693207687
0,0.4,0.350708215519638,1.97227246381213
1.41,0.4,0.991701090668815,1.75413683878459
0.79,1,0.346681443146886,1.64270354831656
0.22,0.8,0.340121500547271,1.45818033119676
0.09,1.2,0.330279658200557,1.30481831922966
0,1.3,0.31956771089416,1.19202734082752
0,0.9,0.311681383954534,1.09796863335857
0.01,1.1,0.302885014423789,1.01811943055021
0,0,0.30077093431259,0.949597740892574
0,3.1,0.280910494026285,0.890186393693843
0,1.4,0.271403688417729,0.836647577067591
0,1.2,0.263292377482177,0.789166415424136
0.48,0.9,0.25946225645342,0.747216210883082
0,0.9,0.253258525656192,0.709985115334457
3.38,0,2.27612648287199,0.738352111095386
26.73,0.6,16.4183097523443,1.46308274959106
18.89,1,11.7648875761221,4.30693174108787
8.45,1.4,4.95286070440704,5.90498743049438
0.88,1.2,0.387222380000932,4.95828822933251
0,1,0.37660257278699,3.47068356687482
5.8,0.4,3.87941148779737,2.90360533928263
1.46,0.2,1.20653280406288,3.06615811104522
0.17,1.4,0.377616930479428,2.62075851330114
0,1.8,0.361657797799715,2.12442299096622
0.23,1.1,0.352742994323889,1.81816381554018
13.25,0.5,8.5817585274444,2.00258558982578
0.53,0.5,0.403427176572447,3.04263826931724
0,1.8,0.367780869051067,2.42178427183227
0,1.9,0.351583505626265,1.89190907489932
0.92,0.4,0.68025410248352,1.66820845225756
5.67,0,3.9776515045012,1.69768938755329
4.37,0.2,3.04689262772348,2.13999621603911
0.1,2.2,0.355360101516893,2.18789941799377
0,1.8,0.340406749383605,1.77575735343821
5.17,0.5,3.30777562491405,1.64362451454885
10.75,2.1,5.9052427173205,2.13895737274064
4.72,0.1,3.3625860363154,2.82357986880709
2.14,0.5,1.44583512554447,2.77693466116474
39.19,0.7,26.2675697436843,3.96548731921247
22.18,0,15.9402917194372,11.4604762102628
3.65,0.4,2.8528584865276,12.1528591808939
4.21,0,3.53997175490394,7.76165023964776
16.75,0.7,12.0266600368001,6.82057516512626
3.61,0.1,3.14844384146634,8.07302565394648
5.41,0,4.52869712999257,6.3369730965137
0.46,1.3,0.632269919709233,5.26813309840449
20.07,0.5,14.8279409607398,4.98353122249833
2.09,1.1,1.40883700524651,7.3224651972707
0,2.1,0.654620138678486,5.18761605867557
0,2,0.623024105122915,3.65479319213035
0.58,0.4,0.743905813036509,2.93189258485348
1.44,1.1,0.8507715716721,2.50041413823585
10.06,0.2,7.66229557577883,2.59352795126185
2.87,0,2.69248787113537,3.59408081072961
36.52,0.1,27.4124294838345,5.18782327432963
14.73,0.7,11.274522231955,12.7027969865902
0.17,2.5,0.761378160210057,10.7938718234995
1.35,0.5,1.38254631742681,6.33099715513336
28.77,0,22.4427182366328,6.44492547987523
1.74,1,1.40025522294934,11.127808504848
0,2.6,0.789994443650139,6.94113583864144
0.28,1.8,0.757376208935844,4.54256428289321
58.21,0.2,45.2598136272461,7.37615549113137
22.49,0.1,18.5756752061298,24.7279566454205
1.87,0.3,2.25743010470405,18.3360313303218
1.5,2.5,0.986384239813705,9.21897168482964
0.05,3.2,0.917216168966503,5.70662656659703
7.32,2.1,4.93884323821967,4.52945585126476
15.98,0.7,12.7934575517451,5.43444509457826
0.27,0.6,0.943485149653927,7.08313685715804
22.75,0,18.7658090429353,6.50477309057055
8.23,0.5,7.10262848601303,10.3210273459491
0.55,0.5,1.04803147009861,8.30967882199912
1.07,1.1,0.990015884310047,5.36126621677399
0,1.1,0.953999654295278,3.9600912676634
0,1.8,0.908517287280845,3.21354295852009
0.25,1.4,0.875548609231568,2.71655356135048
0,2.6,0.822756506526553,2.35988603627542
0.72,0.7,0.825179594733024,2.09094316977504
1.42,2.1,0.788238498434283,1.88640781794799
8.08,1.6,5.64467271090416,1.95874194294642
12.45,0.6,9.74582400163713,3.02599469234002
19.6,1.2,14.8858857426485,5.25057717366843
8.87,2.7,5.62426248188847,7.79132567056371
21.73,2.6,15.7291419506147,7.89990063749134
31.75,4.2,22.6627920637414,12.2345715489826
0.15,2.4,0.991380465380508,14.9211175670387
6.01,4.8,1.92210707822601,8.15971770904336
11.85,1.9,8.77098490439701,6.16845957675797
8.55,2.6,5.663550516099,6.95957476760178
30.05,2.5,22.8943649764926,8.31980307058833
15.65,1.2,12.6849396169294,14.1351072130927
20.98,0,18.1129322749468,14.2502687513588
3.94,1.1,3.47371328900588,14.183911134393
2.34,0.7,2.48174045348614,8.74556978737474
11.45,1.2,9.44841066731822,6.7614507567164
10.47,1.4,8.52459616400965,7.81328683840384
7.37,1,6.34528192211439,7.95900531392259
1.1,1.1,1.16282926882168,6.76161698741272
0.49,2.1,1.10859347893439,4.75810570455292
0,2.9,1.03436849801215,3.65733183177717
0,5.5,0.923005151646096,3.03173082099987
1.57,5.6,0.845455364871196,2.58844385390717
22.29,3.3,15.3901933474392,3.12717997432383
9.74,0.8,7.79849592990621,6.2964678260867
6.08,1.6,4.37790902235647,6.55066686682141
21.17,0,17.4408535586686,6.83356741743303
1.36,1.1,1.17885061315366,9.48362415365713
0,2.3,0.921292003067363,6.13587780162095
9.09,2.8,5.77705787968298,4.61983480472562
